Theta1,Theta2,Theta3,X,Y,Z,Orientation_1_1,Orientation_1_2,Orientation_1_3,Orientation_2_1,Orientation_2_2,Orientation_2_3,Orientation_3_1,Orientation_3_2,Orientation_3_3
-0.993769,1.186112,-0.480856,7.190064,-5.365194,13.384878,0.569154,-0.648357,0.505665,-0.026511,-0.629142,-0.776838,0.821804,0.428734,-0.375267
-0.993769,1.186112,-0.288514,6.289352,-6.167701,13.832448,0.434719,-0.745199,0.505665,-0.146288,-0.612473,-0.776838,0.888605,0.263733,-0.375267
-0.993769,1.186112,-0.160285,5.62697,-6.684406,14.009529,0.335856,-0.794672,0.505665,-0.223408,-0.588737,-0.776838,0.915035,0.147936,-0.375267
-0.993769,1.186112,0.032057,4.567687,-7.410836,14.085944,0.177754,-0.844219,0.505665,-0.33183,-0.535174,-0.776838,0.926441,-0.029709,-0.375267
-0.993769,1.186112,0.224399,3.464481,-8.055269,13.933428,0.013096,-0.86263,0.505665,-0.428014,-0.461873,-0.776838,0.903677,-0.206258,-0.375267
-0.993769,1.186112,0.416742,2.358038,-8.593936,13.557608,-0.152044,-0.849226,0.505665,-0.508412,-0.371537,-0.776838,0.847584,-0.3752,-0.375267
-0.993769,1.186112,0.609084,1.289166,-9.00697,12.972343,-0.311577,-0.804501,0.505665,-0.570059,-0.267498,-0.776838,0.760231,-0.530305,-0.375267
-0.993769,1.186112,0.801427,0.297288,-9.279139,12.199219,-0.459619,-0.730105,0.505665,-0.610682,-0.153593,-0.776838,0.64484,-0.66585,-0.375267
-0.993769,1.186112,0.993769,-0.581016,-9.400403,11.266751,-0.590709,-0.628781,0.505665,-0.628781,-0.034024,-0.776838,0.505665,-0.776838,-0.375267
-0.993769,1.186112,1.121997,-1.087247,-9.394967,10.573359,-0.666266,-0.54808,0.505665,-0.627969,0.046662,-0.776838,0.402174,-0.835123,-0.375267
-0.993769,1.186112,1.31434,-1.706889,-9.257616,9.454074,-0.75875,-0.410611,0.505665,-0.607469,0.165843,-0.776838,0.235117,-0.896602,-0.375267
-0.993769,1.186112,1.506682,-2.139037,-8.970155,8.27669,-0.82325,-0.257997,0.505665,-0.564565,0.278908,-0.776838,0.059388,-0.925012,-0.375267
-0.993769,1.250226,-1.506682,8.775222,-1.224807,8.474375,0.84738,0.117853,0.517743,0.527494,-0.298498,-0.795392,0.060806,0.947106,-0.315108
-0.993769,1.250226,-1.31434,8.821467,-1.672287,9.679881,0.854282,-0.046304,0.517743,0.460706,-0.393829,-0.795392,0.240732,0.918017,-0.315108
-0.993769,1.250226,-1.121997,8.656612,-2.23361,10.825899,0.829677,-0.208754,0.517743,0.376926,-0.474634,-0.795392,0.41178,0.85507,-0.315108
-0.993769,1.250226,-0.993769,8.432119,-2.660999,11.535852,0.796171,-0.313137,0.517743,0.313137,-0.518938,-0.795392,0.517743,0.795392,-0.315108
-0.993769,1.250226,-0.801427,7.932695,-3.364325,12.490592,0.72163,-0.459557,0.517743,0.208163,-0.569227,-0.795392,0.660242,0.681754,-0.315108
-0.993769,1.250226,-0.609084,7.254951,-4.119089,13.282181,0.620474,-0.589028,0.517743,0.095512,-0.598522,-0.795392,0.778389,0.542971,-0.315108
-0.993769,1.250226,-0.416742,6.423884,-4.897454,13.881425,0.496434,-0.696775,0.517743,-0.020662,-0.605743,-0.795392,0.867829,0.384162,-0.315108
-0.993769,1.250226,-0.224399,5.470144,-5.670714,14.266222,0.354085,-0.778824,0.517743,-0.136074,-0.590622,-0.795392,0.925261,0.211185,-0.315108
-0.993769,1.250226,-0.032057,4.428907,-6.410348,14.42238,0.198676,-0.832148,0.517743,-0.246468,-0.553719,-0.795392,0.948568,0.030419,-0.315108
-0.993769,1.250226,0.160285,3.338576,-7.089079,14.344141,0.03594,-0.854781,0.517743,-0.347771,-0.496394,-0.795392,0.936891,-0.151469,-0.315108
-0.993769,1.250226,0.288514,2.604242,-7.495248,14.16283,-0.073662,-0.852359,0.517743,-0.408393,-0.447846,-0.795392,0.909829,-0.270033,-0.315108
-0.993769,1.250226,0.480856,1.521674,-8.018375,13.704569,-0.235239,-0.82256,0.517743,-0.486471,-0.36152,-0.795392,0.841432,-0.438975,-0.315108
-0.993769,1.250226,0.673198,0.497234,-8.42129,13.038385,-0.388141,-0.762423,0.517743,-0.546608,-0.26186,-0.795392,0.742002,-0.591727,-0.315108
-0.993769,1.250226,0.865541,-0.431293,-8.689135,12.188847,-0.526727,-0.674167,0.517743,-0.586585,-0.152542,-0.795392,0.615205,-0.722655,-0.315108
-0.993769,1.250226,1.057883,-1.229662,-8.812031,11.187287,-0.645886,-0.561046,0.517743,-0.604928,-0.037598,-0.795392,0.465718,-0.82693,-0.315108
-0.993769,1.250226,1.250226,-1.868427,-8.785445,10.070644,-0.741224,-0.427234,0.517743,-0.600959,0.078732,-0.795392,0.299055,-0.900707,-0.315108
-0.993769,1.250226,1.442568,-2.324031,-8.610357,8.880103,-0.809225,-0.277664,0.517743,-0.574827,0.192159,-0.795392,0.121363,-0.941264,-0.315108
-0.993769,1.250226,1.570796,-2.517414,-8.4141,8.066974,-0.838088,-0.171903,0.517743,-0.545535,0.264088,-0.795392,0.0,-0.949056,-0.315108
-0.993769,1.31434,-1.442568,8.500461,-0.878298,9.050762,0.848903,0.030069,0.527693,0.513871,-0.280601,-0.810678,0.123695,0.959353,-0.253655
-0.993769,1.31434,-1.250226,8.434087,-1.301172,10.264183,0.838996,-0.132761,0.527693,0.450756,-0.373657,-0.810678,0.304803,0.918017,-0.253655
-0.993769,1.31434,-1.057883,8.160392,-1.835431,11.402286,0.798146,-0.290694,0.527693,0.371016,-0.452933,-0.810678,0.474669,0.842822,-0.253655
-0.993769,1.31434,-0.865541,7.689468,-2.461371,12.423094,0.727859,-0.437906,0.527693,0.277592,-0.515503,-0.810678,0.627028,0.736543,-0.253655
-0.993769,1.31434,-0.673198,7.038685,-3.155906,13.288959,0.630727,-0.568967,0.527693,0.17393,-0.559061,-0.810678,0.756262,0.603098,-0.253655
-0.993769,1.31434,-0.480856,6.232045,-3.89342,13.967946,0.510333,-0.679043,0.527693,0.063853,-0.582,-0.810678,0.857603,0.447411,-0.253655
-0.993769,1.31434,-0.352628,5.622184,-4.395576,14.304103,0.419309,-0.738728,0.527693,-0.011096,-0.585387,-0.810678,0.907776,0.33407,-0.253655
-0.993769,1.31434,-0.160285,4.624241,-5.143946,14.619809,0.270362,-0.80526,0.527693,-0.122793,-0.572471,-0.810678,0.954896,0.15438,-0.253655
-0.993769,1.31434,0.032057,3.55949,-5.861974,14.699552,0.111444,-0.842093,0.527693,-0.229961,-0.538441,-0.810678,0.966798,-0.031003,-0.253655
-0.993769,1.31434,0.224399,2.467199,-6.523177,14.540393,-0.051584,-0.847867,0.527693,-0.328648,-0.484553,-0.810678,0.943043,-0.215243,-0.253655
-0.993769,1.31434,0.416742,1.387656,-7.103168,14.148201,-0.21271,-0.822371,0.527693,-0.415214,-0.412793,-0.810678,0.884507,-0.391545,-0.253655
-0.993769,1.31434,0.609084,0.360674,-7.580557,13.537441,-0.365991,-0.766545,0.527693,-0.486466,-0.325809,-0.810678,0.793348,-0.553406,-0.253655
-0.993769,1.31434,0.737313,-0.275952,-7.832944,13.019656,-0.46101,-0.713449,0.527693,-0.524136,-0.260926,-0.810678,0.716067,-0.650313,-0.253655
-0.993769,1.31434,0.929655,-1.132752,-8.10237,12.098286,-0.58889,-0.612167,0.527693,-0.564348,-0.155922,-0.810678,0.578549,-0.775203,-0.253655
-0.993769,1.31434,1.121997,-1.844033,-8.232341,11.033953,-0.695052,-0.488307,0.527693,-0.583747,-0.045166,-0.810678,0.419694,-0.871503,-0.253655
-0.993769,1.31434,1.31434,-2.383561,-8.218065,9.86591,-0.775578,-0.346437,0.527693,-0.581616,0.067255,-0.810678,0.245359,-0.935659,-0.253655
-0.993769,1.31434,1.506682,-2.731439,-8.060066,8.637237,-0.8275,-0.19179,0.527693,-0.558034,0.177196,-0.810678,0.061975,-0.965307,-0.253655
-0.993769,1.378454,-1.506682,8.171435,-0.297229,8.764607,0.843048,0.050373,0.535475,0.534149,-0.194831,-0.822633,0.062889,0.979542,-0.191159
-0.993769,1.378454,-1.31434,8.13179,-0.612757,10.011399,0.83713,-0.111712,0.535475,0.487056,-0.293346,-0.822633,0.248977,0.949457,-0.191159
-0.993769,1.378454,-1.186112,7.99003,-0.890881,10.811176,0.815972,-0.217845,0.535475,0.445545,-0.353221,-0.822633,0.368347,0.909824,-0.191159
-0.993769,1.378454,-0.993769,7.610206,-1.398321,11.930934,0.759282,-0.369807,0.535475,0.369807,-0.431877,-0.822633,0.535475,0.822633,-0.191159
-0.993769,1.378454,-0.801427,7.042758,-1.997143,12.918372,0.674588,-0.508131,0.535475,0.280431,-0.494604,-0.822633,0.682854,0.705102,-0.191159
-0.993769,1.378454,-0.609084,6.308615,-2.665262,13.737072,0.565015,-0.627714,0.535475,0.180712,-0.53909,-0.822633,0.805048,0.561566,-0.191159
-0.993769,1.378454,-0.416742,5.434853,-3.378037,14.356838,0.434602,-0.724146,0.535475,0.074327,-0.563693,-0.822633,0.89755,0.397319,-0.191159
-0.993769,1.378454,-0.224399,4.453697,-4.109178,14.754814,0.288161,-0.79387,0.535475,-0.034798,-0.567507,-0.822633,0.956949,0.218417,-0.191159
-0.993769,1.378454,-0.032057,3.401334,-4.83172,14.91632,0.131092,-0.834315,0.535475,-0.14264,-0.55039,-0.822633,0.981055,0.031461,-0.191159
-0.993769,1.378454,0.096171,2.679301,-5.295435,14.88931,0.023326,-0.844229,0.535475,-0.211851,-0.52763,-0.822633,0.977023,-0.094252,-0.191159
-0.993769,1.378454,0.288514,1.595162,-5.945029,14.647881,-0.138486,-0.83312,0.535475,-0.308806,-0.477403,-0.822633,0.940989,-0.279281,-0.191159
-0.993769,1.378454,0.480856,0.545243,-6.518315,14.173926,-0.29519,-0.791284,0.535475,-0.394371,-0.409569,-0.822633,0.87025,-0.454009,-0.191159
-0.993769,1.378454,0.673198,-0.431731,-6.99415,13.484926,-0.441007,-0.720263,0.535475,-0.465391,-0.326628,-0.822633,0.767414,-0.611992,-0.191159
-0.993769,1.378454,0.865541,-1.29973,-7.354982,12.606292,-0.570559,-0.622679,0.535475,-0.519247,-0.231642,-0.822633,0.636275,-0.747404,-0.191159
-0.993769,1.378454,1.057883,-2.026739,-7.587506,11.57043,-0.679068,-0.502129,0.535475,-0.553952,-0.128112,-0.822633,0.481668,-0.855251,-0.191159
-0.993769,1.378454,1.250226,-2.585946,-7.683143,10.415545,-0.762532,-0.363059,0.535475,-0.568226,-0.019856,-0.822633,0.309297,-0.931554,-0.191159
-0.993769,1.378454,1.378454,-2.855063,-7.6689,9.600397,-0.802698,-0.262568,0.535475,-0.5661,0.05297,-0.822633,0.187634,-0.963458,-0.191159
-0.993769,1.378454,1.570796,-3.092174,-7.531114,8.343253,-0.838088,-0.104284,0.535475,-0.545535,0.160208,-0.822633,0.0,-0.981559,-0.191159
-0.993769,1.442568,-1.442568,7.858437,0.108024,9.279958,0.840128,-0.037984,0.541056,0.527351,-0.176054,-0.831207,0.126827,0.983647,-0.127877
-0.993769,1.442568,-1.250226,7.705988,-0.182616,10.524107,0.817375,-0.197881,0.541056,0.483972,-0.273615,-0.831207,0.312521,0.941264,-0.127877
-0.993769,1.442568,-1.057883,7.35156,-0.592848,11.69103,0.764475,-0.35048,0.541056,0.422743,-0.361085,-0.831207,0.486689,0.864165,-0.127877
-0.993769,1.442568,-0.865541,6.808224,-1.107544,12.737688,0.68338,-0.490153,0.541056,0.345923,-0.435237,-0.831207,0.642906,0.755194,-0.127877
-0.993769,1.442568,-0.737313,6.350682,-1.499473,13.349357,0.61509,-0.573517,0.541056,0.287426,-0.4759,-0.831207,0.7342,0.666781,-0.127877
-0.993769,1.442568,-0.54497,5.540145,-2.1445,14.112633,0.494115,-0.680521,0.541056,0.191154,-0.522068,-0.831207,0.848122,0.514137,-0.127877
-0.993769,1.442568,-0.352628,4.607509,-2.836762,14.666331,0.354915,-0.762426,0.541056,0.087831,-0.548981,-0.831207,0.930764,0.34253,-0.127877
-0.993769,1.442568,-0.160285,3.587171,-3.550729,14.990031,0.202626,-0.816211,0.541056,-0.018731,-0.555647,-0.831207,0.979077,0.15829,-0.127877
-0.993769,1.442568,0.032057,2.516763,-4.260066,15.071794,0.042864,-0.839893,0.541056,-0.124603,-0.54182,-0.831207,0.99128,-0.031788,-0.127877
-0.993769,1.442568,0.224399,1.435763,-4.938613,14.908604,-0.11848,-0.832599,0.541056,-0.225878,-0.508009,-0.831207,0.966924,-0.220694,-0.127877
-0.993769,1.442568,0.416742,0.38404,-5.561344,14.506481,-0.275453,-0.794597,0.541056,-0.318823,-0.455462,-0.831207,0.906905,-0.40146,-0.127877
-0.993769,1.442568,0.54497,-0.281601,-5.934037,14.112633,-0.374803,-0.752849,0.541056,-0.374449,-0.410953,-0.831207,0.848122,-0.514137,-0.127877
-0.993769,1.442568,0.737313,-1.199513,-6.414105,13.349357,-0.511805,-0.667319,0.541056,-0.446101,-0.331795,-0.831207,0.7342,-0.666781,-0.127877
-0.993769,1.442568,0.929655,-1.990955,-6.783939,12.404655,-0.62993,-0.557177,0.541056,-0.5013,-0.240401,-0.831207,0.5932,-0.794834,-0.127877
-0.993769,1.442568,1.121997,-2.626737,-7.029898,11.31337,-0.724823,-0.426486,0.541056,-0.53801,-0.14014,-0.831207,0.430322,-0.893572,-0.127877
-0.993769,1.442568,1.31434,-3.083409,-7.142911,10.115748,-0.792983,-0.280065,0.541056,-0.554878,-0.03471,-0.831207,0.251572,-0.959353,-0.127877
-0.993769,1.442568,1.506682,-3.34413,-7.118809,8.855961,-0.831897,-0.123315,0.541056,-0.551281,0.072,-0.831207,0.063544,-0.989752,-0.127877
-0.993769,1.506682,-1.506682,7.552359,0.653839,8.910924,0.838606,-0.018816,0.544414,0.540974,-0.088539,-0.836366,0.063939,0.995895,-0.06407
-0.993769,1.506682,-1.378454,7.490109,0.548224,9.760667,0.829315,-0.1259,0.544414,0.52521,-0.15699,-0.836366,0.190766,0.979542,-0.06407
-0.993769,1.506682,-1.186112,7.226396,0.282265,10.991659,0.789954,-0.282109,0.544414,0.485515,-0.254493,-0.836366,0.374496,0.925012,-0.06407
-0.993769,1.506682,-0.993769,6.76748,-0.103667,12.13011,0.72146,-0.427913,0.544414,0.427913,-0.342611,-0.836366,0.544414,0.836366,-0.06407
-0.993769,1.506682,-0.801427,6.130286,-0.595341,13.134032,0.626356,-0.557935,0.544414,0.354529,-0.418092,-0.836366,0.694253,0.716873,-0.06407
-0.993769,1.506682,-0.609084,5.338315,-1.174621,13.9664,0.508151,-0.66738,0.544414,0.268069,-0.478153,-0.836366,0.818487,0.570941,-0.06407
-0.993769,1.506682,-0.416742,4.420776,-1.820142,14.596513,0.371205,-0.75221,0.544414,0.171723,-0.520579,-0.836366,0.912534,0.403952,-0.06407
-0.993769,1.506682,-0.224399,3.411509,-2.508098,15.001132,0.220568,-0.809298,0.544414,0.069043,-0.543806,-0.836366,0.972925,0.222064,-0.06407
-0.993769,1.506682,-0.096171,2.705989,-2.977816,15.137874,0.115267,-0.830859,0.544414,-0.001064,-0.54817,-0.836366,0.993334,0.095826,-0.06407
-0.993769,1.506682,0.096171,1.627614,-3.679761,15.137874,-0.045685,-0.837572,0.544414,-0.105832,-0.537858,-0.836366,0.993334,-0.095826,-0.06407
-0.993769,1.506682,0.288514,0.560528,-4.355553,14.892414,-0.204951,-0.813393,0.544414,-0.206697,-0.507709,-0.836366,0.956698,-0.283943,-0.06407
-0.993769,1.506682,0.480856,-0.455914,-4.980269,14.410546,-0.356659,-0.759215,0.544414,-0.299938,-0.458834,-0.836366,0.884778,-0.461588,-0.06407
-0.993769,1.506682,0.673198,-1.384222,-5.530869,13.710044,-0.495212,-0.677036,0.544414,-0.382117,-0.393037,-0.836366,0.780225,-0.622209,-0.06407
-0.993769,1.506682,0.865541,-2.190159,-5.987044,12.816743,-0.615502,-0.569887,0.544414,-0.450203,-0.312744,-0.836366,0.646897,-0.759881,-0.06407
-0.993769,1.506682,0.993769,-2.644568,-6.230232,12.13011,-0.683324,-0.4865,0.544414,-0.4865,-0.252606,-0.836366,0.544414,-0.836366,-0.06407
-0.993769,1.506682,1.186112,-3.183232,-6.493651,10.991659,-0.763721,-0.346905,0.544414,-0.525816,-0.154949,-0.836366,0.374496,-0.925012,-0.06407
-0.993769,1.506682,1.378454,-3.533174,-6.627138,9.760667,-0.815952,-0.194516,0.544414,-0.545739,-0.051577,-0.836366,0.190766,-0.979542,-0.06407
-0.993769,1.506682,1.570796,-3.681489,-6.625768,8.482536,-0.838088,-0.034953,0.544414,-0.545535,0.053696,-0.836366,0.0,-0.997945,-0.06407
-0.993769,1.570796,-1.442568,7.205694,1.110811,9.356777,0.831207,-0.107172,0.545535,0.541056,-0.069761,-0.838088,0.127877,0.99179,-0.0
-0.993769,1.570796,-1.250226,6.965733,0.954614,10.611225,0.795392,-0.264088,0.545535,0.517743,-0.171903,-0.838088,0.315108,0.949056,-0.0
-0.993769,1.570796,-1.057883,6.529225,0.670479,11.787808,0.730242,-0.411265,0.545535,0.475335,-0.267704,-0.838088,0.490718,0.871319,-0.0
-0.993769,1.570796,-0.929655,6.136695,0.41497,12.507341,0.671655,-0.501269,0.545535,0.437199,-0.32629,-0.838088,0.598111,0.801414,-0.0
-0.993769,1.570796,-0.737313,5.411702,-0.056948,13.459863,0.563447,-0.620418,0.545535,0.366764,-0.403847,-0.838088,0.740278,0.672301,-0.0
-0.993769,1.570796,-0.54497,4.547478,-0.619496,14.229457,0.434459,-0.716685,0.545535,0.282801,-0.46651,-0.838088,0.855143,0.518393,-0.0
-0.993769,1.570796,-0.352628,3.575895,-1.251926,14.787738,0.289446,-0.786519,0.545535,0.188409,-0.511967,-0.838088,0.938468,0.345365,-0.0
-0.993769,1.570796,-0.160285,2.532788,-1.930913,15.114118,0.133759,-0.827345,0.545535,0.087067,-0.538542,-0.838088,0.987182,0.1596,-0.0
-0.993769,1.570796,0.032057,1.456629,-2.631416,15.196558,-0.026862,-0.837658,0.545535,-0.017485,-0.545255,-0.838088,0.999486,-0.032052,-0.0
-0.993769,1.570796,0.224399,0.387107,-3.327597,15.032017,-0.186492,-0.817075,0.545535,-0.121393,-0.531857,-0.838088,0.974928,-0.222521,-0.0
-0.993769,1.570796,0.352628,-0.302686,-3.776603,14.787738,-0.289446,-0.786519,0.545535,-0.188409,-0.511967,-0.838088,0.938468,-0.345365,-0.0
-0.993769,1.570796,0.54497,-1.274268,-4.409033,14.229457,-0.434459,-0.716685,0.545535,-0.282801,-0.46651,-0.838088,0.855143,-0.518393,-0.0
-0.993769,1.570796,0.737313,-2.138493,-4.97158,13.459863,-0.563447,-0.620418,0.545535,-0.366764,-0.403847,-0.838088,0.740278,-0.672301,-0.0
-0.993769,1.570796,0.929655,-2.863485,-5.443498,12.507341,-0.671655,-0.501269,0.545535,-0.437199,-0.32629,-0.838088,0.598111,-0.801414,-0.0
-0.993769,1.570796,1.121997,-3.422507,-5.807381,11.407021,-0.755091,-0.363633,0.545535,-0.49151,-0.236699,-0.838088,0.433884,-0.900969,-0.0
-0.993769,1.570796,1.31434,-3.79494,-6.049808,10.199486,-0.810678,-0.212585,0.545535,-0.527693,-0.138377,-0.838088,0.253655,-0.967295,-0.0
-0.993769,1.570796,1.506682,-3.967049,-6.161838,8.92927,-0.836366,-0.053696,0.545535,-0.544414,-0.034953,-0.838088,0.06407,-0.997945,-0.0
-0.929655,0.032057,-1.570796,12.24513,-5.205416,0.272438,0.801414,0.597803,0.01917,0.598111,-0.801002,-0.025687,-0.0,0.032052,-0.999486
-0.929655,0.032057,-1.378454,12.911757,-6.305208,0.313489,0.90091,0.433582,0.01917,0.433962,-0.900565,-0.025687,0.006127,0.031461,-0.999486
-0.929655,0.032057,-1.186112,13.355762,-7.512236,0.353025,0.96718,0.25337,0.01917,0.253809,-0.966913,-0.025687,0.012028,0.029709,-0.999486
-0.929655,0.032057,-0.993769,13.56077,-8.781981,0.38959,0.997778,0.063813,0.01917,0.064295,-0.9976,-0.025687,0.017485,0.026862,-0.999486
-0.929655,0.032057,-0.801427,13.51922,-10.067615,0.421833,0.991576,-0.128098,0.01917,-0.127591,-0.991494,-0.025687,0.022298,0.023024,-0.999486
-0.929655,0.032057,-0.609084,13.232644,-11.321719,0.448567,0.948804,-0.315284,0.01917,-0.314771,-0.94882,-0.025687,0.026288,0.018337,-0.999486
-0.929655,0.032057,-0.480856,12.910325,-12.117332,0.462832,0.900696,-0.434026,0.01917,-0.433519,-0.900778,-0.025687,0.028417,0.014825,-0.999486
-0.929655,0.032057,-0.288514,12.243157,-13.217453,0.478308,0.801119,-0.598198,0.01917,-0.597716,-0.801296,-0.025687,0.030727,0.00912,-0.999486
-0.929655,0.032057,-0.096171,11.378026,-14.169873,0.486192,0.671995,-0.740308,0.01917,-0.739868,-0.672261,-0.025687,0.031903,0.003078,-0.999486
-0.929655,0.032057,0.096171,10.34684,-14.939467,0.486192,0.518087,-0.855113,0.01917,-0.854733,-0.518432,-0.025687,0.031903,-0.003078,-0.999486
-0.929655,0.032057,0.288514,9.187631,-15.49785,0.478308,0.34507,-0.938381,0.01917,-0.938074,-0.345482,-0.025687,0.030727,-0.00912,-0.999486
-0.929655,0.032057,0.480856,7.943153,-15.824429,0.462832,0.159327,-0.98704,0.01917,-0.986817,-0.15979,-0.025687,0.028417,-0.014825,-0.999486
-0.929655,0.032057,0.673198,6.659304,-15.907158,0.440333,-0.032292,-0.999295,0.01917,-0.999164,0.031795,-0.025687,0.025059,-0.019984,-0.999486
-0.929655,0.032057,0.801427,5.804907,-15.824955,0.421833,-0.159814,-0.986961,0.01917,-0.986895,0.159304,-0.025687,0.022298,-0.023024,-0.999486
-0.929655,0.032057,0.993769,4.56059,-15.49899,0.38959,-0.345533,-0.938211,0.01917,-0.938244,0.34502,-0.025687,0.017485,-0.026862,-0.999486
-0.929655,0.032057,1.186112,3.401656,-14.941178,0.353025,-0.518508,-0.854858,0.01917,-0.854988,0.518011,-0.025687,0.012028,-0.029709,-0.999486
-0.929655,0.032057,1.378454,2.37085,-14.172092,0.313489,-0.67236,-0.739976,0.01917,-0.740199,0.671897,-0.025687,0.006127,-0.031461,-0.999486
-0.929655,0.032057,1.570796,1.506188,-13.220097,0.272438,-0.801414,-0.597803,0.01917,-0.598111,0.801002,-0.025687,0.0,-0.032052,-0.999486
-0.929655,0.096171,-1.442568,12.690246,-5.893799,0.898466,0.870965,0.487976,0.057432,0.491191,-0.867646,-0.076954,0.012279,0.095235,-0.995379
-0.929655,0.096171,-1.250226,13.207617,-7.065736,1.018922,0.948185,0.312485,0.057432,0.316275,-0.945541,-0.076954,0.030258,0.091131,-0.995379
-0.929655,0.096171,-1.121997,13.423191,-7.893251,1.095337,0.98036,0.188669,0.057432,0.192765,-0.978223,-0.076954,0.041663,0.086514,-0.995379
-0.929655,0.096171,-0.929655,13.543703,-9.169939,1.200993,0.998347,-0.002215,0.057432,0.002215,-0.997032,-0.076954,0.057432,0.076954,-0.995379
-0.929655,0.096171,-0.737313,13.417517,-10.447174,1.292457,0.979513,-0.193017,0.057432,-0.188417,-0.979069,-0.076954,0.071084,0.064556,-0.995379
-0.929655,0.096171,-0.54497,13.049286,-11.67785,1.366355,0.924553,-0.3767,0.057432,-0.3721,-0.924997,-0.076954,0.082113,0.049778,-0.995379
-0.929655,0.096171,-0.352628,12.452591,-12.816578,1.419963,0.835494,-0.546489,0.057432,-0.54206,-0.836809,-0.076954,0.090115,0.033163,-0.995379
-0.929655,0.096171,-0.160285,11.649439,-13.821359,1.451303,0.715621,-0.696124,0.057432,-0.692027,-0.717758,-0.076954,0.094792,0.015325,-0.995379
-0.929655,0.096171,0.032057,10.669452,-14.655134,1.459219,0.569354,-0.820084,0.057432,-0.816471,-0.572235,-0.076954,0.095974,-0.003078,-0.995379
-0.929655,0.096171,0.160285,9.935505,-15.100501,1.451303,0.45981,-0.886158,0.057432,-0.882944,-0.463129,-0.076954,0.094792,-0.015325,-0.995379
-0.929655,0.096171,0.352628,8.743736,-15.584569,1.419963,0.281934,-0.957713,0.057432,-0.955192,-0.285807,-0.076954,0.090115,-0.033163,-0.995379
-0.929655,0.096171,0.54497,7.482298,-15.832602,1.366355,0.09366,-0.993946,0.057432,-0.992212,-0.097943,-0.076954,0.082113,-0.049778,-0.995379
-0.929655,0.096171,0.737313,6.197716,-15.835452,1.292457,-0.098069,-0.993521,0.057432,-0.992638,0.093533,-0.076954,0.071084,-0.064556,-0.995379
-0.929655,0.096171,0.929655,4.937368,-15.593014,1.200993,-0.286181,-0.956453,0.057432,-0.956453,0.28156,-0.076954,0.057432,-0.076954,-0.995379
-0.929655,0.096171,1.121997,3.747738,-15.114229,1.095337,-0.463737,-0.884109,0.057432,-0.884993,0.459202,-0.076954,0.041663,-0.086514,-0.995379
-0.929655,0.096171,1.31434,2.6727,-14.416756,0.979385,-0.624191,-0.779158,0.057432,-0.780892,0.619908,-0.076954,0.024357,-0.092883,-0.995379
-0.929655,0.096171,1.442568,2.03947,-13.842679,0.898466,-0.718703,-0.692941,0.057432,-0.695209,0.714677,-0.076954,0.012279,-0.095235,-0.995379
-0.929655,0.160285,-1.570796,12.182575,-5.121598,1.356599,0.801414,0.590444,0.095458,0.598111,-0.791141,-0.127906,-0.0,0.1596,-0.987182
-0.929655,0.160285,-1.378454,12.839776,-6.208761,1.561009,0.899503,0.426358,0.095458,0.435847,-0.890886,-0.127906,0.030509,0.156657,-0.987182
-0.929655,0.160285,-1.186112,13.274703,-7.403625,1.757879,0.964418,0.246548,0.095458,0.25751,-0.957773,-0.127906,0.059893,0.147936,-0.987182
-0.929655,0.160285,-0.993769,13.471316,-8.662121,1.93995,0.993763,0.057645,0.095458,0.069674,-0.989336,-0.127906,0.087067,0.133759,-0.987182
-0.929655,0.160285,-0.801427,13.422362,-9.937834,2.100506,0.986456,-0.133385,0.095458,-0.120731,-0.984411,-0.127906,0.111031,0.114648,-0.987182
-0.929655,0.160285,-0.673198,13.253819,-10.774613,2.192627,0.961301,-0.258435,0.095458,-0.245623,-0.96089,-0.127906,0.12478,0.099509,-0.987182
-0.929655,0.160285,-0.480856,12.804054,-11.974938,2.304657,0.894172,-0.43743,0.095458,-0.424776,-0.896217,-0.127906,0.141501,0.073821,-0.987182
-0.929655,0.160285,-0.288514,12.133331,-13.070297,2.381721,0.794064,-0.600292,0.095458,-0.588262,-0.798491,-0.127906,0.153003,0.045411,-0.987182
-0.929655,0.160285,-0.096171,11.26639,-14.020292,2.420977,0.66467,-0.741014,0.095458,-0.730053,-0.671314,-0.127906,0.158862,0.015325,-0.987182
-0.929655,0.160285,0.096171,10.235205,-14.789886,2.420977,0.510761,-0.854407,0.095458,-0.844918,-0.519379,-0.127906,0.158862,-0.015325,-0.987182
-0.929655,0.160285,0.288514,9.077806,-15.350695,2.381721,0.338015,-0.936287,0.095458,-0.92862,-0.348288,-0.127906,0.153003,-0.045411,-0.987182
-0.929655,0.160285,0.480856,7.836881,-15.682035,2.304657,0.152803,-0.983636,0.095458,-0.978074,-0.164351,-0.127906,0.141501,-0.073821,-0.987182
-0.929655,0.160285,0.609084,6.98572,-15.769046,2.233625,0.025764,-0.9951,0.095458,-0.991061,-0.037929,-0.127906,0.130899,-0.09131,-0.987182
-0.929655,0.160285,0.801427,5.70805,-15.695175,2.100506,-0.164933,-0.981674,0.095458,-0.980035,0.152221,-0.127906,0.111031,-0.114648,-0.987182
-0.929655,0.160285,0.993769,4.471136,-15.37913,1.93995,-0.349548,-0.932043,0.095458,-0.932864,0.336756,-0.127906,0.087067,-0.133759,-0.987182
